Headline,Body ID,Stance,,,,,,
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,2249,agree,,,,,,
"Obama, Outraged Over Beheading, Vows to Stay on Course",2067,agree,,,,,,
The pumpkin spice condom is not happening,2055,agree,,,,,,
Shocking Photos! Mom Tries To Sell Son To Pay For Daughter's Cancer Treatment,1574,agree,,,,,,
You all had an abortion! [Google Translate],2248,agree,,,,,,
"IS Beheads Briton David Cawthorne Haines, Threatens to Execute Another Briton, Alan Henning",2440,agree,,,,,,
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,666,agree,,,,,,
Unlucky in love man CHOPS OFF own penis because he was fed up with not having a girlfriend,2212,agree,,,,,,
Moment U.S. Marine is saved by his Kevlar helmet as Taliban sniper bullet hits him in head,1481,agree,,,,,,
Russian Man Wakes Up to Find His Testicles Have Been Stolen,845,agree,,,,,,
Scorned wife leaves love-rat husband and twin sister NAKED in car park,1852,agree,,,,,,
1901 Boston time capsule yields small red book,2288,agree,,,,,,
Vogue’s Shiny New Office Has a Big Rat Problem,2263,agree,,,,,,
"No, a mechanical polar bear is not about to be given an Asbo",2290,agree,,,,,,
"Texas Turkey Farm Contaminated With Ebola, Over 250,000 Holiday Turkeys Infected",2210,agree,,,,,,
Judd Nelson isn't dead; report is a hoax,2332,agree,,,,,,
Dog found abandoned at Scottish train station with suitcase of belongings,1164,agree,,,,,,
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,2064,agree,,,,,,
Pictured: Recent Muslim convert Michael Zehaf-Bibeau who shot dead a solider and opened fire on Canadian Parliament,1554,agree,,,,,,
Video messaging service verifies timing of CNN audio recording,1379,agree,,,,,,
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1502,agree,,,,,,
Italian fisherman catches monstrous 280-pound catfish,2196,agree,,,,,,
Mexican cartel leader kills self; bodies in grave not missing students,1984,agree,,,,,,
"No, Banksy hasn’t been arrested",900,agree,,,,,,
Christian Bale Won't Play Steve Jobs After All,1846,agree,,,,,,
ISIS launch SCORPION BOMBS to spread panic in Iraq,1127,agree,,,,,,
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",1849,agree,,,,,,
A Bogus Banksy,2375,agree,,,,,,
ISIS Blasts 'Scorpion Bombs' At Civilian Areas In Iraq; Mosul Residents Living In Fear,1127,agree,,,,,,
"Nun Complains Of Stomach Pains, Later Gives Birth To Baby Boy",2492,agree,,,,,,
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",2142,agree,,,,,,
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",532,agree,,,,,,
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,1966,agree,,,,,,
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,1485,agree,,,,,,
Police hunting mystery 'slapper' in tweed jacket who attacks people who sneeze in town's high street,1839,agree,,,,,,
"US Drones, Hunting for ISIS Leader, Seen Flying over Syrian Airspace",1740,agree,,,,,,
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",1333,agree,,,,,,
Zack Snyder’s ‘Batman V Superman: Dawn Of Justice’ Stolen Batmobile Rumor Put To Rest,1751,agree,,,,,,
"Vice's Shane Smith drops $300,000 on Vegas dinner",1834,agree,,,,,,
Duped again: Macaulay Culkin is not dead,2341,agree,,,,,,
"Luckiest Pizza Delivery Guy Ever Gets $2,000 Tip",2122,agree,,,,,,
Willie Nelson Dead? Internet Freaks Out As Another Celebrity Death Hoax Makes The Rounds,2186,agree,,,,,,
Heartbroken girl spends week in KFC after getting dumped,1225,agree,,,,,,
Small Meteorite Strikes in Nicaragua's Capital City of Managua,961,agree,,,,,,
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,1197,agree,,,,,,
Angry mob cut off rapist’s penis with meat cleaver (VIEWER DISCRETION),1959,agree,,,,,,
Texas plumber's truck on front line of Syria war,2379,agree,,,,,,
Purdon Ebola Hoax: ‘Texas Town Quarantined After Family Of Five Test Positive For The Ebola Virus’ Article is Fake,1625,agree,,,,,,
"Sick Kansas City man said not to have Ebola, U.S. plans new steps to fight virus",2127,agree,,,,,,
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,2349,agree,,,,,,
"Led Zeppelin Reunion: Robert Plant Rips Up $300 Million Contract, Refuses To Rejoin Legendary Band",1978,agree,,,,,,
U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,1610,agree,,,,,,
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),1087,agree,,,,,,
Texas Truck Winds Up in Syria With Islamic Militants,2379,agree,,,,,,
Jose Canseco Shot in the Hand During Accidental Shooting at Vegas Home,2352,agree,,,,,,
"Vice Media’s CEO blew $300,000 on dinner, and a Vegas casino boss blabbed about it",1834,agree,,,,,,
Putin’s motorcade looks suspiciously like a massive…,2391,agree,,,,,,
"Michael Phelps' self-proclaimed 'girlfriend', 41, reveals she was born a male as she describes her 'amazing intimacy' with Olympic swimmer",1820,agree,,,,,,
ISIL Beheads American Photojournalist in Iraq,782,agree,,,,,,
Report: Christian Bale Just Bailed on the Steve Jobs Movie,1299,agree,,,,,,
"Video showing American journalist beheaded believed real, officials and family say",1589,agree,,,,,,
"No, Banksy hasn’t been arrested",1940,agree,,,,,,
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,1658,agree,,,,,,
Durex Is Not Making Pumpkin Spice Condoms After All: A Hoax Debunked,740,agree,,,,,,
Tiger Woods' agent shoots down report of failed drug test,1718,agree,,,,,,
Priest' claim of seeing God as a woman dismissed as hoax,1549,agree,,,,,,
Seven teenage girls get pregnant on school trip,1140,agree,,,,,,
"280 Pound Catfish: Fisherman Makes Huge Catch In Italy, Catfish Could Set Record",2161,agree,,,,,,
Whiz kid stock picker: I didn't actually make $72M trading,2407,agree,,,,,,
Strange mark turns out to be tropical spider burrowing under vacationer's skin,1883,agree,,,,,,
Chinese 'mistress' is stripped naked and beaten senseless in backlash against booming country's 'concubine culture',1334,agree,,,,,,
Saudi Arabian cleric issues fatwa against snowmen,732,agree,,,,,,
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,1084,agree,,,,,,
Terrorist Plot Targeting Black Friday Shoppers Uncovered,2091,agree,,,,,,
Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats,2451,agree,,,,,,
"Dead for 48 minutes, Catholic Priest claims God is female",1407,agree,,,,,,
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,1130,agree,,,,,,
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",1747,agree,,,,,,
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",530,agree,,,,,,
Saudi cleric issues fatwa on snowmen,732,agree,,,,,,
Nationwide turkey recall? Ebola-infected birds? USDA debunks the hoax,1035,agree,,,,,,
Boko Haram ceasefire ignored as violence flares in Borno state,1298,agree,,,,,,
Pope Francis turns out not to have made pets in heaven comment,82,agree,,,,,,
"White House Fence-Jumper Overpowered Secret Service Officer, Ran Through Much of Main Floor",663,agree,,,,,,
"Batmobile stolen in Detroit? Good one, joker!",1528,agree,,,,,,
"Rodney Constantine, Newfoundland Suspect, Keeps Facebook Pledge To Turn Himself In",1408,agree,,,,,,
Say 'eh-oh!' to the Teletubbies SUN BABY - can you still recognise her after 19 years?,1623,agree,,,,,,
KC hospital: Patient does not have symptom profile of Ebola,1015,agree,,,,,,
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',1764,agree,,,,,,
Officials: Report That Area Town Is Under Ebola Quarantine Is False,638,agree,,,,,,
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1588,agree,,,,,,
"Whoa, Paul Rudd Was One of the Airport Heroes Who Took Down the Homophobe",118,agree,,,,,,
20-Year-Old Quarter Pounder Looks About the Same,2411,agree,,,,,,
Nun who GAVE BIRTH to baby boy after suffering agonising stomach pains 'had no idea' she was pregnant,899,agree,,,,,,
Hospital: Man not being treated for Ebola in Kansas City,2104,agree,,,,,,
Judd Nelson rebuffs Internet rumors that he died of a drug overdose.,2278,agree,,,,,,
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,999,agree,,,,,,
Two blokes dared to eat 20-year-old burger for charity,2474,agree,,,,,,
80's Brat Pack star Judd Nelson forced to deny that he's dead after fake news story starts trending on social media,2286,agree,,,,,,
Air travelers wary of Ebola fears seen with surgical masks ... and a HAZMAT suit,1826,agree,,,,,,
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",2386,agree,,,,,,
Video shows ISIL beheading of photojournalist James Foley,1336,agree,,,,,,
Mirfield man's tears of joy after lost voicemail of wife retrieved,2020,agree,,,,,,
"No, Saudi TV Didn't Blur Out Michelle Obama's Face When the President Met King Salman",1742,agree,,,,,,
Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,1306,agree,,,,,,
Government fires employee who skipped work for 24 years,1951,agree,,,,,,
An Indian Civil Servant Just Got Sacked After Not Turning Up For Work For 25 Years,1318,agree,,,,,,
Soldier shot near Canadian parliament building,1089,agree,,,,,,
Macaulay Culkin dead hoax: Fake death report spreads on social networks,1805,agree,,,,,,
"Woman catches husband cheating with her twin, humiliates them",1725,agree,,,,,,
How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,533,agree,,,,,,
Pentagon: ISIS Got U.S. Weapons Package,2172,agree,,,,,,
Search launched for dog's owner after pooch found dumped next to suitcase filled with belongings,16,agree,,,,,,
Axl Rose Dead? Of Course Not — Tiresome Internet Death Hoax Plague Hits Guns N’ Roses Frontman,2166,agree,,,,,,
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",2214,agree,,,,,,
Christian Bale will not play Steve Jobs,852,agree,,,,,,
"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom",2269,agree,,,,,,
ISIL Beheads American Photojournalist in Iraq,2067,agree,,,,,,
Rapper Big Bank Hank of Sugarhill Gang dies at 57,2351,agree,,,,,,
"Hostage David Haines' Murder 'Evil', PM Says",581,agree,,,,,,
Govt fires employee who skipped work for 24 years,2441,agree,,,,,,
The baby from Teletubbies reveals herself,1623,agree,,,,,,
"No, Vladimir Putin did not get pooped on by a bird during a First World War speech",2081,agree,,,,,,
"Dogs DO go to heaven… and cats, and horses: Pope assures young boy that there is a place in paradise for animals as well",2297,agree,,,,,,
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,1996,agree,,,,,,
We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,263,agree,,,,,,
Texas Plumber Has ‘No Idea’ How Company Truck Ended Up With ISIS,2015,agree,,,,,,
Vogue’s Shiny New Office Has a Big Rat Problem,2031,agree,,,,,,
Widower Cries Tears Of Joy After Hearing Late Wife's Voice Again,1640,agree,,,,,,
"White House Fence-Jumper Overpowered Secret Service Officer, Ran Through Much of Main Floor",1365,agree,,,,,,
Dog found abandoned at Scottish train station with suitcase of belongings,1853,agree,,,,,,
Tiger Woods selling Swedish villa — island included,1991,agree,,,,,,
Josh Paler Lin Gives A Homeless Man $100 And Follows Him To See How He Spends It,1245,agree,,,,,,
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",808,agree,,,,,,
Microsoft Hires Dalek-style Robocops to Guard Silicon Valley HQ,552,agree,,,,,,
Woman spends a week in KFC to get over her break up,1551,agree,,,,,,
Rajasthan: Angry mob teaches rapist a lesson; chops penis off,1673,agree,,,,,,
Christian Bale Won't Play Steve Jobs After All,755,agree,,,,,,
Big Bank Hank of The Sugarhill Gang is dead at 57,1831,agree,,,,,,
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,945,agree,,,,,,
"ISIS Video Shows Execution of David Cawthorne Haines, British Aid Worker",1989,agree,,,,,,
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1925,agree,,,,,,
Dog abandoned at Ayr station with belongings in suitcase,626,agree,,,,,,
Government employee fired after skipping work for 24 years,2134,agree,,,,,,
"In Vogue vs Rats War, the Rats Are Winning",834,agree,,,,,,
Magic mushrooms found at Buckingham Palace,527,agree,,,,,,
Paul Revere's 1795 time capsule unearthed,2257,agree,,,,,,
"Canadian woman 'captured by ISIS in Syria' says she is actually fine and still fighting the jihadists, despite kidnap reports",2037,agree,,,,,,
James Foley remembered as 'brave and tireless' journalist,1589,agree,,,,,,
Homeless man receives $100... then shocks everyone with how he spends it,2305,agree,,,,,,
Chinese advised to choose British-sounding names to get ahead,1789,agree,,,,,,
Here's video of a bird pooping on Vladimir Putin in the middle of a speech,2174,agree,,,,,,
Sugarhill Gang Rapper ‘Big Bank Hank’ Dies at 57,1637,agree,,,,,,
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,1841,agree,,,,,,
Texas plumber's truck spotted in Syria: 'We have nothing to do with terror at all',2242,agree,,,,,,
"No, Jordan's King Abdullah II is not personally flying planes against Isis",902,agree,,,,,,
Meteorite Leaves House-Sized Crater in Nicaragua’s Capital,1913,agree,,,,,,
Saudi cleric says snowmen are anti-Islamic,1064,agree,,,,,,
Chinese parents try to SELL their son to pay for medical treatment for his sick twin sister,886,agree,,,,,,
Tiger Woods' former luxury island goes on sale,1375,agree,,,,,,
Big Bank Hank of The Sugarhill Gang is dead at 57,2398,agree,,,,,,
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1913,agree,,,,,,
'Sex attacker' has penis cut off with a cleaver in India,1981,agree,,,,,,
U.S. arms airdrop fell into ISIS hands: Pentagon,2172,agree,,,,,,
Video shows ISIL beheading of photojournalist James Foley,2450,agree,,,,,,
Macaulay Culkin: Death claims about former child star revealed to be yet another hoax,2326,agree,,,,,,
Sugarhill Gang's Big Bank Hank Dead At 57,1637,agree,,,,,,
"Pope Francis did not tell boy heaven has room for pets, contrary to report",2370,agree,,,,,,
"#Daysofdarkness: No, There Won't Be Six Days Of Darkness In December",1491,agree,,,,,,
U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,2374,agree,,,,,,
Homeland Security: No ISIL fighters on U.S. border,391,agree,,,,,,
"‘Teletubbies’ Sun Baby: Fans Freak Out Over Jess Smith, 19",2227,agree,,,,,,
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,646,agree,,,,,,
Christian Bale won't play Steve Jobs,729,agree,,,,,,
"Planetary Alignment On Jan 4, 2015 Will Decrease Gravity For 5 Minutes Causing Partial Weightlessness",844,agree,,,,,,
"'A wonderful, wonderful sound': Man breaks down after hearing voicemail from his late wife that was lost for 14 years",1640,agree,,,,,,
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",1014,agree,,,,,,
Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria,114,agree,,,,,,
